0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 33 0 0 124928 -1.7695128917694088e-08 316800 0 -7.617018127348274e-12 -0.00035521667450666428 124928 -108.78125 1.3932321962784044e-09 -0.10541489394381642 -5.809590220451355e-06 0.019450042862445113 1.1509284377098083e-05 5153.5907649993896 316800 -2.4400651454925537e-07 -0.0081643322482705116 1.7881393432617188e-07 0.30474869348108768 161.625 -0.54028942249715328 -2.6212774173473008e-09 124928 6.0822458181064576e-11 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 33 12 63 972800 -4.1909515857696525e-09 316800 0 -4.5474735088646412e-12 -1.3828277587890625e-05 448512 -22.34375 1.5814975995454006e-09 -0.35923207039013505 -1.2088567018508911e-06 0.001270941807888448 6.1299651861190796e-06 5150.5866184234619 316800 -1.0617077350616455e-07 0.68962488882243633 -8.1956386566162109e-08 0.30544882547110319 258.25 -0.40286147128790617 -2.6210500436718576e-09 448512 -1.6927970136748627e-10 0 0
5 33 0 0 67584 -1.1175870895385741e-08 316800 0 -4.5474735088646412e-13 -3.9748847484588623e-06 67584 20.5 1.6107151168398559e-09 0.70735517702996731 1.0579824447631836e-06 0.0058132963022217146 8.322298526763916e-06 5153.546895980835 316800 -8.1956386566162109e-08 0.33696246845647693 -7.0780515670776367e-08 0.3026564703322947 214.59375 0.25623316410928965 -2.5620465748943388e-09 67584 2.2021140466677025e-10 0 0
6 33 0 0 143360 4.6566128730773918e-09 309600 0 -1.1596057447604835e-11 -0.00013661663979291916 143360 -119.125 1.2391865311656147e-09 -0.41235882882028818 -6.1262398958206177e-06 0.0015933249378576873 1.2043863534927368e-05 5153.7101020812988 309600 -3.7252902984619141e-08 0.012298962101340294 -2.0489096641540527e-08 0.31128894491121173 158.1875 -0.38562458707019687 -2.4265318643301725e-09 143360 6.2073013396002352e-11 0 0
7 33 0 0 147456 -1.1175870895385741e-08 316800 0 -8.1854523159563541e-12 -0.00015783682465553284 147456 70.46875 1.3616272553917952e-09 -0.41878825332969427 3.555789589881897e-06 0.01318751589860767 1.1384487152099609e-05 5153.7248516082764 316800 3.6694109439849854e-07 -0.98307958897203207 -1.3038516044616699e-08 0.30389995034784079 156.96875 -0.77078223880380392 -2.4519977159798145e-09 147456 -1.3483258953783661e-10 0 0
8 33 0 0 98304 5.122274160385131e-09 316800 0 -1.3642420526593924e-12 -1.4814082533121109e-05 98304 -81.6875 1.4057377484277822e-09 0.56542771868407726 -4.2282044887542725e-06 0.0047433314612135282 1.1026859283447266e-06 5153.593240737915 316800 6.7055225372314453e-08 -0.32502628164365888 3.7252902984619141e-08 0.30877328431233764 362.1875 -0.074003914371132851 -2.6536781660979614e-09 98304 -7.3100636654999107e-11 0 0
9 33 1 0 202752 1.3969838619232176e-09 316800 0 -9.5496943686157465e-12 -9.4070099294185638e-05 202752 -22.25 1.6293597582262009e-09 0.65546194510534406 -1.2535601854324341e-06 0.0016745183384045956 5.7443976402282715e-06 5153.5470123291016 316800 -6.891787052154541e-08 0.67481323378160596 -5.9604644775390625e-08 0.30310387071222067 260.8125 0.53276778711006045 -2.6242332751280628e-09 202752 -1.5984369383659214e-10 0 0
