0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
13 33 1 0 182272 -1.1175870895385741e-08 316800 0 2.3874235921539366e-12 -3.0226074159145355e-05 182272 -18.15625 1.5228351912810467e-09 0.21647451212629676 -8.3446502685546875e-07 0.004099724697880446 6.9942325353622437e-06 5153.6586456298828 316800 1.862645149230957e-09 0.7194032003171742 6.891787052154541e-08 0.308011744171381 247.90625 0.37751093227416277 -2.5695499061839655e-09 182272 -1.8633272702572867e-10 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
15 33 0 0 126976 -1.1175870895385741e-08 316800 0 2.7284841053187847e-12 -0.00026967143639922142 126976 -14.65625 1.8812897906173021e-09 0.21197402290999889 -4.8242509365081787e-07 0.012056719046086071 5.288049578666687e-06 5153.5880718231201 316800 -1.0244548320770264e-07 0.64782910048961639 1.2107193470001221e-07 0.2952902358956635 260.09375 0.26858750870451331 -2.7896476240130141e-09 126976 -1.4904344425303861e-10 0 0
16 33 0 0 102400 -1.0244548320770262e-08 309600 0 -3.751665644813329e-12 -9.7315758466720581e-05 102400 112.5625 1.3027374734519981e-09 0.4647070518694818 5.9362500905990601e-06 0.011004269705154 3.3248215913772583e-06 5153.6799793243408 309600 -1.2293457984924316e-07 -0.62590978853404522 1.3224780559539795e-07 0.31218650843948126 327.96875 0.18452942417934537 -2.6146835807594471e-09 102400 5.8662408264353871e-11 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
21 33 0 0 143360 -1.0244548320770262e-08 316800 0 5.9117155615240335e-12 -7.9547520726919174e-05 143360 -134.59375 1.3203589332988486e-09 -0.78945018956437707 -6.7483633756637573e-06 0.024596078088507053 1.0274350643157959e-05 5153.6196193695068 316800 2.6077032089233398e-07 -0.0071149999275803566 2.123415470123291e-07 0.30279274377971888 164.96875 -0.44409194262698293 -2.3651409719604999e-09 143360 6.8212102632969618e-11 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
23 33 0 0 75776 -2.0489096641540524e-08 309600 0 2.2737367544323206e-12 -0.00015302654355764389 75776 -22.25 1.7065531210391782e-09 -0.2969476655125618 -1.0747462511062622e-06 0.01324123458471149 5.7835131883621216e-06 5153.7065296173096 309600 9.4994902610778809e-08 0.67264966201037169 3.166496753692627e-07 0.30017851758748293 256 -0.70617344370111823 -2.6873294700635597e-09 75776 -1.7394086171407253e-10 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
27 33 1 0 243712 1.8626451492309568e-09 316800 0 -1.1823431123048067e-11 -0.00013302592560648918 243712 -77.21875 1.3719727576244622e-09 0.49776543024927378 -4.1145831346511841e-06 0.0074008860392495981 9.6485018730163574e-07 5153.6563949584961 316800 -2.6077032089233398e-08 -0.32094324845820665 8.754432201385498e-08 0.31143479142338037 370.53125 0.1595473107881844 -2.6474253900232725e-09 243712 -7.6511241786647588e-11 0 0
28 33 1 0 110592 -1.1175870895385741e-08 316800 0 -1.5916157281026244e-12 0.00075325276702642441 110592 125.59375 1.2578311725519598e-09 0.73514617420732975 6.3311308622360229e-06 0.019092025468125936 2.1345913410186768e-06 5153.7117958068848 316800 2.7939677238464355e-07 -0.6247040806338191 2.6077032089233398e-08 0.31186422985047102 342.59375 -0.4569204431027174 -2.4700739231775515e-09 110592 6.2755134422332048e-11 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
30 33 0 0 77824 3.7252902984619136e-09 316800 0 -8.5265128291212022e-12 -9.3247741460800171e-05 77824 80.65625 1.4756551536265761e-09 -0.42963267909362912 4.0363520383834839e-06 0.0041515451157465568 1.138634979724884e-05 5153.7293491363525 316800 5.9604644775390625e-08 -0.97499194601550698 -1.0430812835693359e-07 0.29924678895622492 150.125 -0.92653220612555742 -2.513161234674044e-09 77824 -1.2448708730516955e-10 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
