307741.99400000001 0 2 22061454.036245547 22061454.055853751 0 40 11520 15
307741.99400000001 0 5 19561043.180703625 19561043.006667305 0 41 11420 7
307741.99400000001 0 7 18990843.00604346 18990842.940225583 0 39 11520 15
307741.99400000001 0 9 20591666.846881736 20591666.801886395 0 43 64500 7
307741.99400000001 0 23 22970353.730079196 22970353.868389033 0 44 64500 7
307741.99400000001 0 30 19159915.566687778 19159917.555661574 0 41 11420 15
307741.99400000001 0 13 22068898.717589516 22068895.748779826 0 33 11100 7
307741.99400000001 0 4 21581791.916643564 21581790.467778083 0 36 11420 15
307742.99400000001 0 2 22061942.156248994 22061942.239533119 0 38 12520 15
307742.99400000001 0 5 19560729.384466548 19560729.187421143 0 41 12420 7
307742.99400000001 0 7 18990939.997704096 18990939.905273009 0 39 12520 15
307742.99400000001 0 9 20592221.200233623 20592221.319530468 0 43 64500 7
307742.99400000001 0 23 22970975.571101181 22970975.603604998 0 44 64500 7
307742.99400000001 0 30 19159587.276439451 19159589.235830653 0 41 12420 15
307742.99400000001 0 13 22068288.521446832 22068285.479014505 0 32 12100 7
307742.99400000001 0 4 21582400.142168056 21582398.855756149 0 36 12420 15
307743.99400000001 0 2 22062430.40454644 22062430.444990538 0 39 13520 15
307743.99400000001 0 5 19560415.720153119 19560415.430567831 0 41 13420 7
307743.99400000001 0 7 18991037.035991717 18991036.92737129 0 39 13520 15
307743.99400000001 0 9 20592775.743234482 20592775.848796207 0 44 64500 7
307743.99400000001 0 23 22971597.290460248 22971597.315918911 0 45 64500 7
307743.99400000001 0 30 19159259.131935339 19159260.972423617 0 41 13420 15
307743.99400000001 0 13 22067678.106967025 22067675.19643037 0 32 13100 7
307743.99400000001 0 4 21583008.41725117 21583007.233632065 0 36 13420 15
307744.99400000001 0 2 22062918.638744112 22062918.717313271 0 39 14520 15
307744.99400000001 0 5 19560102.171290331 19560101.781711053 0 41 14420 7
307744.99400000001 0 7 18991134.191544801 18991134.048588399 0 40 14520 15
307744.99400000001 0 9 20593330.376208659 20593330.421978626 0 44 64500 7
307744.99400000001 0 23 22972218.949790567 22972219.047456402 0 45 64500 7
307744.99400000001 0 30 19158930.949180353 19158932.804424964 0 41 14420 15
307744.99400000001 0 13 22067067.71342748 22067064.92651771 0 32 14100 7
307744.99400000001 0 4 21583616.733377192 21583615.638262615 0 36 14420 15
307745.99400000001 0 2 22063406.949303932 22063406.9698838 0 39 15520 15
307745.99400000001 0 5 19559788.557791937 19559788.167865559 0 42 15420 7
307745.99400000001 0 7 18991231.382556729 18991231.193877306 0 39 15520 15
